var_type,year,pctile,beta1,beta2,anomalymin,anomalymax
"value",2297,.45,,,0,11
"value",2298,.45,,,0,11
"value",2299,.45,,,0,11
"value",2300,.45,,,0,11
"value",2015,.5,.075519,-.1349301,.0913345,.4047082
"value",2016,.5,.0975507,-.1967967,.1043945,.452688
"value",2017,.5,.0975691,-.2241305,.1150177,.4898569
"value",2018,.5,.102627,-.2215589,.1313385,.5439752
"value",2019,.5,.1089042,-.2289562,.1356659,.5908411
"value",2020,.5,.1032035,-.187201,.1499573,.6357951
"value",2021,.5,.0997556,-.1153159,.1627564,.6857845
"value",2022,.5,.1519345,-.1812117,.185022,.7193935
"value",2023,.5,.1676581,-.1720563,.2035401,.7588283
"value",2024,.5,.1814624,-.1473526,.2167926,.8046947
"value",2025,.5,.1683626,-.1025126,.2303988,.8440318
"value",2026,.5,.1708605,-.1138614,.25,.8832209
"value",2027,.5,.1782135,-.1155473,.27,.9260995
"value",2028,.5,.1505706,-.0554628,.2737382,.983
"value",2029,.5,.1250775,-.0113197,.2793244,1.043
"value",2030,.5,.1233313,-.0032745,.296344,1.103
"value",2031,.5,.1213393,.0286297,.3052537,1.173
"value",2032,.5,.1517838,.0072977,.3230438,1.233
"value",2033,.5,.1437208,.0174497,.34,1.303
"value",2034,.5,.1633388,-.0008193,.3436951,1.363
"value",2035,.5,.1489913,.0280583,.3410126,1.443
"value",2036,.5,.1389,.0410708,.3475724,1.513
"value",2037,.5,.1311287,.0488305,.3653474,1.593
"value",2038,.5,.1640335,.0323969,.3843217,1.663
"value",2039,.5,.1913422,.0219777,.4037126,1.733
"value",2040,.5,.2088994,.0115324,.4052308,1.813
"value",2041,.5,.2145402,.0156867,.4187425,1.893
"value",2042,.5,.2317473,.0203627,.4325287,1.983
"value",2043,.5,.2209198,.0389306,.46,2.073
"value",2044,.5,.2146878,.0519712,.47,2.173
"value",2045,.5,.2133294,.0612614,.48,2.273
"value",2046,.5,.2201537,.0646683,.49,2.353
"value",2047,.5,.2152514,.0730014,.5,2.443
"value",2048,.5,.209172,.0823446,.51,2.533
"value",2049,.5,.2057694,.092296,.52,2.623
"value",2050,.5,.2086898,.0978637,.53,2.703
"value",2051,.5,.2184075,.1009291,.54,2.783
"value",2052,.5,.2212895,.1013614,.55,2.863
"value",2053,.5,.2359591,.1026217,.56,2.983
"value",2054,.5,.2411526,.1057045,.57,3.083
"value",2055,.5,.2327649,.1169461,.58,3.173
"value",2056,.5,.2245375,.1219098,.59,3.273
"value",2057,.5,.2274271,.1266924,.59,3.373
"value",2058,.5,.2241866,.1322615,.6,3.463
"value",2059,.5,.2242388,.1383302,.61,3.583
"value",2060,.5,.236525,.1363476,.61,3.713
"value",2061,.5,.2480364,.1358886,.62,3.803
"value",2062,.5,.2642922,.1342677,.63,3.903
"value",2063,.5,.2670359,.1333046,.63,3.993
"value",2064,.5,.2739041,.135235,.64,4.123
"value",2065,.5,.273718,.1413337,.64,4.263
"value",2066,.5,.2816583,.1427662,.65,4.423
"value",2067,.5,.2736442,.148397,.65,4.603
"value",2068,.5,.282443,.1486643,.66,4.753
"value",2069,.5,.2467607,.1655981,.66,4.863
"value",2070,.5,.2447275,.1698461,.66,4.983
"value",2071,.5,.2479543,.1689082,.67,5.093
"value",2072,.5,.2448039,.1736434,.67,5.203
"value",2073,.5,.2477745,.1762034,.67,5.313
"value",2074,.5,.2490807,.1789965,.67,5.423
"value",2075,.5,.2469961,.1857582,.68,5.553
"value",2076,.5,.2625871,.1858603,.68,5.703
"value",2077,.5,.2623771,.1904629,.68,5.863
"value",2078,.5,.2506113,.1999828,.68,6.043
"value",2079,.5,.252432,.2026733,.68,6.243
"value",2080,.5,.2482993,.2053729,.68,6.403
"value",2081,.5,.2357588,.2161943,.68,6.573
"value",2082,.5,.2368715,.2200737,.68,6.723
"value",2083,.5,.209584,.2293207,.68,6.883
"value",2084,.5,.2159107,.2321434,.68,7.033
"value",2085,.5,.2131553,.235142,.68,7.183
"value",2086,.5,.214781,.2349493,.68,7.303
"value",2087,.5,.1994091,.2426661,.68,7.433
"value",2088,.5,.2279017,.240426,.69,7.553
"value",2089,.5,.2266032,.2426415,.69,7.773
"value",2090,.5,.2285585,.2487327,.69,7.902999
"value",2091,.5,.2140393,.2561933,.69,8.033
"value",2092,.5,.2114299,.2583055,.69,8.163
"value",2093,.5,.1970455,.2665451,.69,8.283
"value",2094,.5,.1954788,.2702453,.69,8.403
"value",2095,.5,.1868929,.273557,.69,8.513
"value",2096,.5,.2082782,.2722897,.69,8.653
"value",2097,.5,.2184969,.2742433,.69,8.873
"value",2098,.5,.2268543,.2724587,.69,9.073
"value",2099,.5,.2220722,.2760945,.69,9.243
"value",2100,.5,,,0,11
"value",2101,.5,,,0,11
"value",2102,.5,,,0,11
"value",2103,.5,,,0,11
"value",2104,.5,,,0,11
"value",2105,.5,,,0,11
"value",2106,.5,,,0,11
"value",2107,.5,,,0,11
"value",2108,.5,,,0,11
"value",2109,.5,,,0,11
"value",2110,.5,,,0,11
"value",2111,.5,,,0,11
"value",2112,.5,,,0,11
"value",2113,.5,,,0,11
"value",2114,.5,,,0,11
"value",2115,.5,,,0,11
"value",2116,.5,,,0,11
"value",2117,.5,,,0,11
"value",2118,.5,,,0,11
"value",2119,.5,,,0,11
"value",2120,.5,,,0,11
"value",2121,.5,,,0,11
"value",2122,.5,,,0,11
"value",2123,.5,,,0,11
"value",2124,.5,,,0,11
"value",2125,.5,,,0,11
"value",2126,.5,,,0,11
"value",2127,.5,,,0,11
"value",2128,.5,,,0,11
"value",2129,.5,,,0,11
"value",2130,.5,,,0,11
"value",2131,.5,,,0,11
"value",2132,.5,,,0,11
"value",2133,.5,,,0,11
"value",2134,.5,,,0,11
"value",2135,.5,,,0,11
"value",2136,.5,,,0,11
"value",2137,.5,,,0,11
"value",2138,.5,,,0,11
"value",2139,.5,,,0,11
"value",2140,.5,,,0,11
"value",2141,.5,,,0,11
"value",2142,.5,,,0,11
"value",2143,.5,,,0,11
"value",2144,.5,,,0,11
"value",2145,.5,,,0,11
"value",2146,.5,,,0,11
"value",2147,.5,,,0,11
"value",2148,.5,,,0,11
"value",2149,.5,,,0,11
"value",2150,.5,,,0,11
"value",2151,.5,,,0,11
"value",2152,.5,,,0,11
"value",2153,.5,,,0,11
"value",2154,.5,,,0,11
"value",2155,.5,,,0,11
"value",2156,.5,,,0,11
"value",2157,.5,,,0,11
"value",2158,.5,,,0,11
"value",2159,.5,,,0,11
"value",2160,.5,,,0,11
"value",2161,.5,,,0,11
"value",2162,.5,,,0,11
"value",2163,.5,,,0,11
"value",2164,.5,,,0,11
"value",2165,.5,,,0,11
"value",2166,.5,,,0,11
"value",2167,.5,,,0,11
"value",2168,.5,,,0,11
"value",2169,.5,,,0,11
"value",2170,.5,,,0,11
"value",2171,.5,,,0,11
"value",2172,.5,,,0,11
"value",2173,.5,,,0,11
"value",2174,.5,,,0,11
"value",2175,.5,,,0,11
"value",2176,.5,,,0,11
"value",2177,.5,,,0,11
"value",2178,.5,,,0,11
"value",2179,.5,,,0,11
"value",2180,.5,,,0,11
"value",2181,.5,,,0,11
"value",2182,.5,,,0,11
"value",2183,.5,,,0,11
"value",2184,.5,,,0,11
"value",2185,.5,,,0,11
"value",2186,.5,,,0,11
"value",2187,.5,,,0,11
"value",2188,.5,,,0,11
"value",2189,.5,,,0,11
"value",2190,.5,,,0,11
"value",2191,.5,,,0,11
"value",2192,.5,,,0,11
"value",2193,.5,,,0,11
"value",2194,.5,,,0,11
"value",2195,.5,,,0,11
"value",2196,.5,,,0,11
"value",2197,.5,,,0,11
"value",2198,.5,,,0,11
"value",2199,.5,,,0,11
"value",2200,.5,,,0,11
"value",2201,.5,,,0,11
"value",2202,.5,,,0,11
"value",2203,.5,,,0,11
"value",2204,.5,,,0,11
"value",2205,.5,,,0,11
"value",2206,.5,,,0,11
"value",2207,.5,,,0,11
"value",2208,.5,,,0,11
"value",2209,.5,,,0,11
"value",2210,.5,,,0,11
"value",2211,.5,,,0,11
"value",2212,.5,,,0,11
"value",2213,.5,,,0,11
"value",2214,.5,,,0,11
"value",2215,.5,,,0,11
"value",2216,.5,,,0,11
"value",2217,.5,,,0,11
"value",2218,.5,,,0,11
"value",2219,.5,,,0,11
"value",2220,.5,,,0,11
"value",2221,.5,,,0,11
"value",2222,.5,,,0,11
"value",2223,.5,,,0,11
"value",2224,.5,,,0,11
"value",2225,.5,,,0,11
"value",2226,.5,,,0,11
"value",2227,.5,,,0,11
"value",2228,.5,,,0,11
"value",2229,.5,,,0,11
"value",2230,.5,,,0,11
"value",2231,.5,,,0,11
"value",2232,.5,,,0,11
"value",2233,.5,,,0,11
"value",2234,.5,,,0,11
"value",2235,.5,,,0,11
"value",2236,.5,,,0,11
"value",2237,.5,,,0,11
"value",2238,.5,,,0,11
"value",2239,.5,,,0,11
"value",2240,.5,,,0,11
"value",2241,.5,,,0,11
"value",2242,.5,,,0,11
"value",2243,.5,,,0,11
"value",2244,.5,,,0,11
"value",2245,.5,,,0,11
"value",2246,.5,,,0,11
"value",2247,.5,,,0,11
"value",2248,.5,,,0,11
"value",2249,.5,,,0,11
"value",2250,.5,,,0,11
"value",2251,.5,,,0,11
"value",2252,.5,,,0,11
"value",2253,.5,,,0,11
"value",2254,.5,,,0,11
"value",2255,.5,,,0,11
"value",2256,.5,,,0,11
"value",2257,.5,,,0,11
"value",2258,.5,,,0,11
"value",2259,.5,,,0,11
"value",2260,.5,,,0,11
"value",2261,.5,,,0,11
"value",2262,.5,,,0,11
"value",2263,.5,,,0,11
"value",2264,.5,,,0,11
"value",2265,.5,,,0,11
"value",2266,.5,,,0,11
"value",2267,.5,,,0,11
"value",2268,.5,,,0,11
"value",2269,.5,,,0,11
"value",2270,.5,,,0,11
"value",2271,.5,,,0,11
"value",2272,.5,,,0,11
"value",2273,.5,,,0,11
"value",2274,.5,,,0,11
"value",2275,.5,,,0,11
"value",2276,.5,,,0,11
"value",2277,.5,,,0,11
"value",2278,.5,,,0,11
"value",2279,.5,,,0,11
"value",2280,.5,,,0,11
"value",2281,.5,,,0,11
"value",2282,.5,,,0,11
"value",2283,.5,,,0,11
"value",2284,.5,,,0,11
"value",2285,.5,,,0,11
"value",2286,.5,,,0,11
"value",2287,.5,,,0,11
"value",2288,.5,,,0,11
"value",2289,.5,,,0,11
"value",2290,.5,,,0,11
"value",2291,.5,,,0,11
"value",2292,.5,,,0,11
"value",2293,.5,,,0,11
"value",2294,.5,,,0,11
"value",2295,.5,,,0,11
"value",2296,.5,,,0,11
"value",2297,.5,,,0,11
"value",2298,.5,,,0,11
"value",2299,.5,,,0,11
"value",2300,.5,,,0,11
"value",2015,.55,.1267197,-.2074916,.0913345,.4047082
"value",2016,.55,.1503844,-.2691232,.1043945,.452688
"value",2017,.55,.1447775,-.2776532,.1150177,.4898569
"value",2018,.55,.149175,-.2666354,.1313385,.5439752
"value",2019,.55,.1563017,-.2745358,.1356659,.5908411
"value",2020,.55,.1450212,-.2013694,.1499573,.6357951
"value",2021,.55,.147021,-.1424446,.1627564,.6857845
"value",2022,.55,.2013837,-.2103623,.185022,.7193935
"value",2023,.55,.2151065,-.198519,.2035401,.7588283
"value",2024,.55,.221419,-.1639235,.2167926,.8046947
"value",2025,.55,.2114629,-.1217588,.2303988,.8440318
"value",2026,.55,.2136889,-.1291988,.25,.8832209
"value",2027,.55,.2160063,-.1178936,.27,.9260995
"value",2028,.55,.1940137,-.0671682,.2737382,.983
"value",2029,.55,.1694348,-.026769,.2793244,1.043
"value",2030,.55,.1585791,-.0010447,.296344,1.103
"value",2031,.55,.1613623,.0219874,.3052537,1.173
"value",2032,.55,.1859557,.0088637,.3230438,1.233
"value",2033,.55,.1783372,.0224033,.34,1.303
"value",2034,.55,.2024164,-.0025428,.3436951,1.363
"value",2035,.55,.1908466,.0226504,.3410126,1.443
"value",2036,.55,.1830738,.0357955,.3475724,1.513
"value",2037,.55,.1778166,.0434867,.3653474,1.593
"value",2038,.55,.2175543,.0194346,.3843217,1.663
"value",2039,.55,.2410618,.0120702,.4037126,1.733
"value",2040,.55,.2585986,.0045752,.4052308,1.813
"value",2041,.55,.2709107,.0027902,.4187425,1.893
"value",2042,.55,.2937188,.0059663,.4325287,1.983
"value",2043,.55,.277385,.0296146,.46,2.073
"value",2044,.55,.2702648,.0419168,.47,2.173
"value",2045,.55,.2624121,.0550466,.48,2.273
"value",2046,.55,.2660931,.0598946,.49,2.353
"value",2047,.55,.2628623,.0704928,.5,2.443
"value",2048,.55,.2563857,.0803265,.51,2.533
"value",2049,.55,.2567867,.0875314,.52,2.623
"value",2050,.55,.2699881,.0875889,.53,2.703
"value",2051,.55,.2679437,.1007511,.54,2.783
"value",2052,.55,.2701492,.1020146,.55,2.863
"value",2053,.55,.2949461,.0980064,.56,2.983
"value",2054,.55,.3009705,.099548,.57,3.083
"value",2055,.55,.2939228,.1096092,.58,3.173
"value",2056,.55,.2794023,.1176361,.59,3.273
"value",2057,.55,.2802584,.1241608,.59,3.373
"value",2058,.55,.2720103,.1325255,.6,3.463
"value",2059,.55,.2837936,.132486,.61,3.583
"value",2060,.55,.2997469,.1285233,.61,3.713
"value",2061,.55,.3118327,.1298426,.62,3.803
"value",2062,.55,.3320313,.1285357,.63,3.903
"value",2063,.55,.3317342,.1299648,.63,3.993
"value",2064,.55,.3385898,.1310045,.64,4.123
"value",2065,.55,.3360802,.1381176,.64,4.263
"value",2066,.55,.3405784,.1415632,.65,4.423
"value",2067,.55,.3361575,.1451989,.65,4.603
"value",2068,.55,.3373721,.148533,.66,4.753
"value",2069,.55,.3042891,.1645858,.66,4.863
"value",2070,.55,.3001955,.1699552,.66,4.983
"value",2071,.55,.3024113,.1690555,.67,5.093
"value",2072,.55,.3115564,.1695619,.67,5.203
"value",2073,.55,.3129179,.1755244,.67,5.313
"value",2074,.55,.31665,.1776579,.67,5.423
"value",2075,.55,.3136508,.183593,.68,5.553
"value",2076,.55,.3271681,.1849493,.68,5.703
"value",2077,.55,.3209063,.1927925,.68,5.863
"value",2078,.55,.3229368,.1971566,.68,6.043
"value",2079,.55,.3169442,.20276,.68,6.243
"value",2080,.55,.3138937,.2061663,.68,6.403
"value",2081,.55,.2958175,.2181516,.68,6.573
"value",2082,.55,.2995546,.2212888,.68,6.723
"value",2083,.55,.269384,.2310054,.68,6.883
"value",2084,.55,.2743326,.2346334,.68,7.033
"value",2085,.55,.2718321,.2379573,.68,7.183
"value",2086,.55,.2755403,.2375357,.68,7.303
"value",2087,.55,.2586834,.2461877,.68,7.433
"value",2088,.55,.2894883,.242512,.69,7.553
"value",2089,.55,.2829132,.2472821,.69,7.773
"value",2090,.55,.2848777,.2535585,.69,7.902999
"value",2091,.55,.2749982,.2597424,.69,8.033
"value",2092,.55,.2666493,.2635554,.69,8.163
"value",2093,.55,.2600902,.269256,.69,8.283
"value",2094,.55,.2679086,.2704715,.69,8.403
"value",2095,.55,.2644209,.273757,.69,8.513
"value",2096,.55,.2708267,.2777097,.69,8.653
"value",2097,.55,.2818303,.2799092,.69,8.873
"value",2098,.55,.294526,.2772634,.69,9.073
"value",2099,.55,.280788,.2815552,.69,9.243
"value",2100,.55,,,0,11
"value",2101,.55,,,0,11
"value",2102,.55,,,0,11
"value",2103,.55,,,0,11
"value",2104,.55,,,0,11
"value",2105,.55,,,0,11
"value",2106,.55,,,0,11
"value",2107,.55,,,0,11
"value",2108,.55,,,0,11
"value",2109,.55,,,0,11
"value",2110,.55,,,0,11
"value",2111,.55,,,0,11
"value",2112,.55,,,0,11
"value",2113,.55,,,0,11
"value",2114,.55,,,0,11
"value",2115,.55,,,0,11
"value",2116,.55,,,0,11
"value",2117,.55,,,0,11
"value",2118,.55,,,0,11
"value",2119,.55,,,0,11
"value",2120,.55,,,0,11
"value",2121,.55,,,0,11
"value",2122,.55,,,0,11
"value",2123,.55,,,0,11
"value",2124,.55,,,0,11
"value",2125,.55,,,0,11
"value",2126,.55,,,0,11
"value",2127,.55,,,0,11
"value",2128,.55,,,0,11
"value",2129,.55,,,0,11
"value",2130,.55,,,0,11
"value",2131,.55,,,0,11
"value",2132,.55,,,0,11
"value",2133,.55,,,0,11
"value",2134,.55,,,0,11
"value",2135,.55,,,0,11
"value",2136,.55,,,0,11
"value",2137,.55,,,0,11
"value",2138,.55,,,0,11
"value",2139,.55,,,0,11
"value",2140,.55,,,0,11
"value",2141,.55,,,0,11
"value",2142,.55,,,0,11
"value",2143,.55,,,0,11
"value",2144,.55,,,0,11
"value",2145,.55,,,0,11
"value",2146,.55,,,0,11
"value",2147,.55,,,0,11
"value",2148,.55,,,0,11
"value",2149,.55,,,0,11
"value",2150,.55,,,0,11
"value",2151,.55,,,0,11
"value",2152,.55,,,0,11
"value",2153,.55,,,0,11
"value",2154,.55,,,0,11
"value",2155,.55,,,0,11
"value",2156,.55,,,0,11
"value",2157,.55,,,0,11
"value",2158,.55,,,0,11
"value",2159,.55,,,0,11
"value",2160,.55,,,0,11
"value",2161,.55,,,0,11
"value",2162,.55,,,0,11
"value",2163,.55,,,0,11
"value",2164,.55,,,0,11
"value",2165,.55,,,0,11
"value",2166,.55,,,0,11
"value",2167,.55,,,0,11
"value",2168,.55,,,0,11
"value",2169,.55,,,0,11
"value",2170,.55,,,0,11
"value",2171,.55,,,0,11
"value",2172,.55,,,0,11
"value",2173,.55,,,0,11
"value",2174,.55,,,0,11
"value",2175,.55,,,0,11
"value",2176,.55,,,0,11
"value",2177,.55,,,0,11
"value",2178,.55,,,0,11
"value",2179,.55,,,0,11
"value",2180,.55,,,0,11
"value",2181,.55,,,0,11
"value",2182,.55,,,0,11
"value",2183,.55,,,0,11
"value",2184,.55,,,0,11
"value",2185,.55,,,0,11
"value",2186,.55,,,0,11
"value",2187,.55,,,0,11
"value",2188,.55,,,0,11
"value",2189,.55,,,0,11
"value",2190,.55,,,0,11
"value",2191,.55,,,0,11
"value",2192,.55,,,0,11
"value",2193,.55,,,0,11
"value",2194,.55,,,0,11
"value",2195,.55,,,0,11
"value",2196,.55,,,0,11
"value",2197,.55,,,0,11
"value",2198,.55,,,0,11
"value",2199,.55,,,0,11
"value",2200,.55,,,0,11
"value",2201,.55,,,0,11
"value",2202,.55,,,0,11
"value",2203,.55,,,0,11
"value",2204,.55,,,0,11
"value",2205,.55,,,0,11
"value",2206,.55,,,0,11
"value",2207,.55,,,0,11
"value",2208,.55,,,0,11
"value",2209,.55,,,0,11
"value",2210,.55,,,0,11
"value",2211,.55,,,0,11
"value",2212,.55,,,0,11
"value",2213,.55,,,0,11
"value",2214,.55,,,0,11
"value",2215,.55,,,0,11
"value",2216,.55,,,0,11
"value",2217,.55,,,0,11
"value",2218,.55,,,0,11
"value",2219,.55,,,0,11
"value",2220,.55,,,0,11
"value",2221,.55,,,0,11
"value",2222,.55,,,0,11
"value",2223,.55,,,0,11
"value",2224,.55,,,0,11
"value",2225,.55,,,0,11
"value",2226,.55,,,0,11
"value",2227,.55,,,0,11
"value",2228,.55,,,0,11
"value",2229,.55,,,0,11
"value",2230,.55,,,0,11
"value",2231,.55,,,0,11
"value",2232,.55,,,0,11
"value",2233,.55,,,0,11
"value",2234,.55,,,0,11
"value",2235,.55,,,0,11
"value",2236,.55,,,0,11
"value",2237,.55,,,0,11
"value",2238,.55,,,0,11
"value",2239,.55,,,0,11
"value",2240,.55,,,0,11
"value",2241,.55,,,0,11
"value",2242,.55,,,0,11
"value",2243,.55,,,0,11
"value",2244,.55,,,0,11
"value",2245,.55,,,0,11
"value",2246,.55,,,0,11
"value",2247,.55,,,0,11
"value",2248,.55,,,0,11
"value",2249,.55,,,0,11
"value",2250,.55,,,0,11
"value",2251,.55,,,0,11
"value",2252,.55,,,0,11
"value",2253,.55,,,0,11
"value",2254,.55,,,0,11
"value",2255,.55,,,0,11
"value",2256,.55,,,0,11
"value",2257,.55,,,0,11
"value",2258,.55,,,0,11
"value",2259,.55,,,0,11
"value",2260,.55,,,0,11
"value",2261,.55,,,0,11
"value",2262,.55,,,0,11
"value",2263,.55,,,0,11
"value",2264,.55,,,0,11
"value",2265,.55,,,0,11
"value",2266,.55,,,0,11
"value",2267,.55,,,0,11
"value",2268,.55,,,0,11
"value",2269,.55,,,0,11
"value",2270,.55,,,0,11
"value",2271,.55,,,0,11
"value",2272,.55,,,0,11
"value",2273,.55,,,0,11
"value",2274,.55,,,0,11
"value",2275,.55,,,0,11
"value",2276,.55,,,0,11
"value",2277,.55,,,0,11
"value",2278,.55,,,0,11
"value",2279,.55,,,0,11
"value",2280,.55,,,0,11
"value",2281,.55,,,0,11
"value",2282,.55,,,0,11
"value",2283,.55,,,0,11
"value",2284,.55,,,0,11
"value",2285,.55,,,0,11
"value",2286,.55,,,0,11
"value",2287,.55,,,0,11
"value",2288,.55,,,0,11
"value",2289,.55,,,0,11
"value",2290,.55,,,0,11
"value",2291,.55,,,0,11
"value",2292,.55,,,0,11
"value",2293,.55,,,0,11
"value",2294,.55,,,0,11
"value",2295,.55,,,0,11
"value",2296,.55,,,0,11
"value",2297,.55,,,0,11
"value",2298,.55,,,0,11
"value",2299,.55,,,0,11
"value",2300,.55,,,0,11
"value",2015,.6,.1868935,-.2887017,.0913345,.4047082
"value",2016,.6,.2037943,-.3221247,.1043945,.452688
"value",2017,.6,.1971612,-.3314985,.1150177,.4898569
"value",2018,.6,.1875041,-.2743694,.1313385,.5439752
"value",2019,.6,.1928911,-.2777893,.1356659,.5908411
"value",2020,.6,.1970293,-.2435611,.1499573,.6357951
"value",2021,.6,.201441,-.1847515,.1627564,.6857845
"value",2022,.6,.2490019,-.2395798,.185022,.7193935
"value",2023,.6,.2521222,-.2065768,.2035401,.7588283
"value",2024,.6,.26568,-.1823557,.2167926,.8046947
"value",2025,.6,.2551497,-.1368699,.2303988,.8440318
"value",2026,.6,.2548775,-.1381428,.25,.8832209
"value",2027,.6,.2587295,-.1297138,.27,.9260995
"value",2028,.6,.2247514,-.0608572,.2737382,.983
"value",2029,.6,.2071386,-.0290898,.2793244,1.043
"value",2030,.6,.2000075,-.0098545,.296344,1.103
"value",2031,.6,.1899717,.033651,.3052537,1.173
"value",2032,.6,.2190045,.0160113,.3230438,1.233
"value",2033,.6,.2118338,.0273217,.34,1.303
"value",2034,.6,.2359334,.0045648,.3436951,1.363
"value",2035,.6,.2224529,.0311613,.3410126,1.443
"value",2036,.6,.2158306,.0433309,.3475724,1.513
"value",2037,.6,.2186614,.0425396,.3653474,1.593
"value",2038,.6,.2654792,.0153658,.3843217,1.663
"value",2039,.6,.3024858,-.002062,.4037126,1.733
"value",2040,.6,.318131,-.0097514,.4052308,1.813
"value",2041,.6,.3317523,-.0115242,.4187425,1.893
"value",2042,.6,.3493933,-.00492,.4325287,1.983
"value",2043,.6,.3360137,.0170626,.46,2.073
"value",2044,.6,.329172,.0291618,.47,2.173
"value",2045,.6,.3212676,.0426916,.48,2.273
"value",2046,.6,.3173704,.0558655,.49,2.353
"value",2047,.6,.3184931,.0624207,.5,2.443
"value",2048,.6,.3129361,.0716257,.51,2.533
"value",2049,.6,.3113338,.0827151,.52,2.623
"value",2050,.6,.3219313,.0861477,.53,2.703
"value",2051,.6,.3307494,.0914393,.54,2.783
"value",2052,.6,.3296736,.094892,.55,2.863
"value",2053,.6,.3411252,.0996549,.56,2.983
"value",2054,.6,.3557332,.0958775,.57,3.083
"value",2055,.6,.3431548,.1100546,.58,3.173
"value",2056,.6,.3338007,.1152221,.59,3.273
"value",2057,.6,.3453409,.1153403,.59,3.373
"value",2058,.6,.333748,.1263448,.6,3.463
"value",2059,.6,.3418085,.1310028,.61,3.583
"value",2060,.6,.3596354,.1285206,.61,3.713
"value",2061,.6,.3694456,.1293459,.62,3.803
"value",2062,.6,.3844765,.1296629,.63,3.903
"value",2063,.6,.385611,.1314755,.63,3.993
"value",2064,.6,.3956394,.1299573,.64,4.123
"value",2065,.6,.3972688,.1359421,.64,4.263
"value",2066,.6,.3962258,.1425339,.65,4.423
"value",2067,.6,.399697,.144041,.65,4.603
"value",2068,.6,.3987291,.1479687,.66,4.753
"value",2069,.6,.3722976,.1611468,.66,4.863
"value",2070,.6,.3717023,.1667616,.66,4.983
"value",2071,.6,.3751427,.1652914,.67,5.093
"value",2072,.6,.3823262,.166648,.67,5.203
"value",2073,.6,.3880701,.1703877,.67,5.313
"value",2074,.6,.3868745,.1747811,.67,5.423
"value",2075,.6,.3759257,.1846176,.68,5.553
"value",2076,.6,.3947723,.1830121,.68,5.703
"value",2077,.6,.3878889,.1905193,.68,5.863
"value",2078,.6,.3818814,.1990815,.68,6.043
"value",2079,.6,.3784162,.2043229,.68,6.243
"value",2080,.6,.3834301,.205724,.68,6.403
"value",2081,.6,.3657686,.2181053,.68,6.573
"value",2082,.6,.3573468,.2255533,.68,6.723
"value",2083,.6,.3339759,.2324785,.68,6.883
"value",2084,.6,.3430656,.2360994,.68,7.033
"value",2085,.6,.3392811,.2397993,.68,7.183
"value",2086,.6,.3354517,.2422895,.68,7.303
"value",2087,.6,.3318837,.2476556,.68,7.433
"value",2088,.6,.3510631,.2481524,.69,7.553
"value",2089,.6,.3475477,.2518612,.69,7.773
"value",2090,.6,.3525438,.2566035,.69,7.902999
"value",2091,.6,.3332053,.2644032,.69,8.033
"value",2092,.6,.3320685,.2673232,.69,8.163
"value",2093,.6,.3122644,.2766868,.69,8.283
"value",2094,.6,.3236645,.2780037,.69,8.403
"value",2095,.6,.3228517,.2802223,.69,8.513
"value",2096,.6,.34533,.2798368,.69,8.653
"value",2097,.6,.349384,.2835001,.69,8.873
"value",2098,.6,.3627723,.2813583,.69,9.073
"value",2099,.6,.3603816,.2833762,.69,9.243
"value",2100,.6,,,0,11
"value",2101,.6,,,0,11
"value",2102,.6,,,0,11
"value",2103,.6,,,0,11
"value",2104,.6,,,0,11
"value",2105,.6,,,0,11
"value",2106,.6,,,0,11
"value",2107,.6,,,0,11
"value",2108,.6,,,0,11
"value",2109,.6,,,0,11
"value",2110,.6,,,0,11
"value",2111,.6,,,0,11
"value",2112,.6,,,0,11
"value",2113,.6,,,0,11
"value",2114,.6,,,0,11
"value",2115,.6,,,0,11
"value",2116,.6,,,0,11
"value",2117,.6,,,0,11
"value",2118,.6,,,0,11
"value",2119,.6,,,0,11
"value",2120,.6,,,0,11
"value",2121,.6,,,0,11
"value",2122,.6,,,0,11
"value",2123,.6,,,0,11
"value",2124,.6,,,0,11
"value",2125,.6,,,0,11
"value",2126,.6,,,0,11
"value",2127,.6,,,0,11
"value",2128,.6,,,0,11
"value",2129,.6,,,0,11
"value",2130,.6,,,0,11
"value",2131,.6,,,0,11
"value",2132,.6,,,0,11
"value",2133,.6,,,0,11
"value",2134,.6,,,0,11
"value",2135,.6,,,0,11
"value",2136,.6,,,0,11
"value",2137,.6,,,0,11
"value",2138,.6,,,0,11
"value",2139,.6,,,0,11
"value",2140,.6,,,0,11
"value",2141,.6,,,0,11
"value",2142,.6,,,0,11
"value",2143,.6,,,0,11
"value",2144,.6,,,0,11
"value",2145,.6,,,0,11
"value",2146,.6,,,0,11
"value",2147,.6,,,0,11
"value",2148,.6,,,0,11
"value",2149,.6,,,0,11
"value",2150,.6,,,0,11
"value",2151,.6,,,0,11
"value",2152,.6,,,0,11
"value",2153,.6,,,0,11
"value",2154,.6,,,0,11
"value",2155,.6,,,0,11
"value",2156,.6,,,0,11
"value",2157,.6,,,0,11
"value",2158,.6,,,0,11
"value",2159,.6,,,0,11
"value",2160,.6,,,0,11
"value",2161,.6,,,0,11
"value",2162,.6,,,0,11
"value",2163,.6,,,0,11
"value",2164,.6,,,0,11
"value",2165,.6,,,0,11
"value",2166,.6,,,0,11
"value",2167,.6,,,0,11
"value",2168,.6,,,0,11
"value",2169,.6,,,0,11
"value",2170,.6,,,0,11
