hierid,ISO,diff,d_h,d_l,gdp,pop,gdppc,wage,diff_dis,h_dis,l_dis,diff_dis_p,h_dis_p,l_dis_p,pop_w,diff_dis_p_pw
AFG.10.98,AFG,-5358.52042429554,-6458.72429097318,-1100.20386667764,20193902,14543.644,1388.5037,0.00925669133333333,99.2043391421323,119.572834337282,20.3684951951495,7.14469389906071,8.61163238796424,1.46693848890353,2.10056698424451e-06,1.50079081169001e-05
AFG.10.R01090b16282376f5,AFG,-5209.38445008289,-6260.40373917849,-1051.0192890956,205838020,148115.58,1389.7122,0.009264748,96.5272683302731,116.002126043493,19.4748577132197,6.94584593344385,8.34720498557132,1.40135905212746,2.13926232792983e-05,0.00014858986541021
AFG.10.R4231d3df78d3772c,AFG,-3250.41574081357,-3706.71234989105,-456.296609077479,428425500,308042.78,1390.7987,0.00927199133333333,60.2756531571073,68.7372095666988,8.46155640959155,4.33388765441809,4.94228313318806,0.608395478769972,4.44912219663033e-05,0.000192819957609737
AFG.10.R7fc4ac9564655b4c,AFG,-4358.83014237208,-5173.56642122276,-814.736278850686,459122140,326840.53,1404.7283,0.00936485533333333,81.6396274117745,96.8994021842845,15.25977477251,5.81177352316277,6.89808856163035,1.08631503846758,4.72062178110917e-05,0.000274351846803158
AFG.11.116,AFG,-3123.029582754,-3558.95384465117,-435.924261897166,690015040,321610.34,2145.5002,0.0143033346666667,89.3394745920617,101.809815806531,12.4703412144696,4.164039443672,4.74527179286822,0.581232349196221,4.64508112269285e-05,0.000193423010139493
AFG.11.117,AFG,-3101.03292318741,-3526.9921432075,-425.959220020099,1183569500,810251.94,1460.7427,0.00973828466666667,60.3974827334088,68.6937070153029,8.29622428189404,4.13471056424987,4.70265619094334,0.567945626693465,0.00011702627443879,0.000483869773216871
AFG.11.124,AFG,-3271.57834118208,-3764.80324654727,-493.224905365188,317611230,228192.05,1391.8594,0.00927906266666667,60.7143608934758,69.8676905047644,9.15332961128862,4.36210445490944,5.01973766206302,0.657633207153583,3.2958224657938e-05,0.000143767218606298
AFG.11.R888b226f710b3709,AFG,-3009.46879040051,-3405.57980453897,-396.111014138454,582080830,418244.66,1391.7233,0.00927815533333333,55.8446378163095,63.1949968531511,7.35035903684155,4.01262505386735,4.54077307271863,0.528148018851272,6.04078953068825e-05,0.000242394234159793
AFG.11.R8c077254fc886fac,AFG,-3202.02298875701,-3434.89397591857,-232.870987161555,81731040,58837.496,1389.0979,0.00926065266666667,59.3056454591211,63.6187201156151,4.31307465649391,4.26936398500935,4.57985863455809,0.31049464954874,8.49801477079736e-06,3.62811182065197e-05
AFG.11.R95ece0d29da8aba1,AFG,-2897.9921488608,-3204.5003320404,-306.5081831796,859642100,616673.25,1393.9994,0.00929332933333333,53.8639908895556,59.560953868855,5.69696297929936,3.8639895318144,4.2726671093872,0.4086775775728,8.90673251502004e-05,0.000344155212007084
AFG.12.Rc50339f5954ae669,AFG,-3528.82010132697,-4038.21791613882,-509.397814811855,784882400,564082.7,1391.4315,0.00927621,65.4681526242604,74.9187148317322,9.45056220747175,4.70509346843596,5.38429055485176,0.679197086415806,8.14715690237949e-05,0.000383331347277087
AFG.12.Rd2a3753cae07169e,AFG,-3430.58743606222,-3940.31593699962,-509.728500937407,102514560,73809.195,1388.9131,0.00925942066666667,63.530504408563,72.9700856405007,9.4395812319377,4.57411658141629,5.25375458266616,0.679638001249876,1.06604065769669e-05,4.87619424883435e-05
AFG.13.140,AFG,-3476.50496235121,-3718.25021357484,-241.745251223632,7502228000,3472861.2,2160.2441,0.0144016273333333,100.134657780532,107.097707815984,6.96305003545159,4.63533994980161,4.95766695143312,0.32232700163151,0.000501592144141026,0.00232505010424355
AFG.13.R0d3e2743dd7da761,AFG,-4002.17422061022,-4282.18834807029,-280.014127460066,614255800,418205,1468.7911,0.00979194066666667,78.3781050117564,83.8618684555912,5.4837634438348,5.33623229414696,5.70958446409372,0.373352169946755,6.0402167135415e-05,0.000322319994904464
AFG.13.R2fd01f61b0993bc3,AFG,-3540.86303928023,-3787.20331135169,-246.340272071461,921211260,576554.2,1597.7878,0.0106519186666667,75.4339702084382,80.6819632932977,5.24799308485948,4.7211507190403,5.04960441513558,0.328453696095282,8.32728521921677e-05,0.000393143686003589
AFG.13.Rc172c1175351df3c,AFG,-3365.37312756682,-3603.43386130443,-238.060733737613,104476856,74727.32,1398.1079,0.00932071933333333,62.735396747985,67.1731913148964,4.43779456691137,4.48716417008909,4.80457848173924,0.31741431165015,1.0793013168713e-05,4.84300219779489e-05
AFG.14.149,AFG,-3383.43052769835,-3944.98905813915,-561.558530440803,71132390,50049.695,1421.2352,0.00947490133333333,64.1153408362596,74.7567641738961,10.6414233376365,4.5112407035978,5.2599854108522,0.748744707254404,7.22877546291064e-06,3.26107461054515e-05
AFG.14.153,AFG,-3484.73970434472,-4077.08779439692,-592.348090052203,1029922400,645084.4,1596.5701,0.0106438006666667,74.1817495765282,86.7914195681209,12.6096699915927,4.64631960579295,5.43611705919589,0.789797453402936,9.31708031832448e-05,0.000432901329517787
AFG.14.158,AFG,-4354.43792986765,-5212.86561704825,-858.427687180598,13616547,9806.589,1388.51,0.00925673333333333,80.6157414666737,96.5082138390355,15.8924723723618,5.80591723982353,6.95048748939766,1.14457024957413,1.41638485385474e-06,8.22341324122017e-06
AFG.14.160,AFG,-3754.54959590167,-4462.53849621738,-707.988900315712,21062138,15168.947,1388.5037,0.00925669133333333,69.5094134099062,82.6166828452035,13.1072694352973,5.00606612786889,5.95005132828984,0.94398520042095,2.19088072108715e-06,1.09676937680353e-05
AFG.14.161,AFG,-3057.87487518856,-3550.63688226465,-492.762007076083,338839780,242961.4,1394.6239,0.00929749266666667,56.8611384552998,66.0240407497035,9.16290229440366,4.07716650025142,4.73418250968619,0.657016009434777,3.50913908017705e-05,0.000143073443024209
AFG.14.R125e4bb8260ea315,AFG,-3389.39135060841,-3947.11167332917,-557.720322720759,1651086300,1180608.5,1398.5045,0.00932336333333333,63.2010540811593,73.6007124953784,10.3996584142191,4.51918846747789,5.2628155644389,0.743627096961012,0.000170517597681739,0.000770601160945348
AFG.15.167,AFG,-3255.04818387438,-3482.90717505193,-227.858991177553,137175660,98771.51,1388.8181,0.00925878733333333,60.2755977884916,64.4949936710933,4.21939588260168,4.34006424516584,4.64387623340258,0.303811988236737,1.42657626169876e-05,6.19143262640115e-05
AFG.15.R49ce84ced4420d4c,AFG,-3556.54429278717,-3803.58496797943,-247.040675192267,314842560,221947.14,1418.5475,0.00945698333333333,67.2683602023,71.9408792981974,4.67251909589736,4.74205905704955,5.07144662397258,0.329387566923023,3.20562600770133e-05,0.000152012678433337
AFG.15.R9f61a8d4b0fea672,AFG,-4150.49350718707,-4441.74645015689,-291.252942969821,255690080,184117.81,1388.7308,0.00925820533333333,76.8522422484093,82.2452013483138,5.39295909990445,5.53399134291609,5.92232860020918,0.388337257293095,2.6592495862619e-05,0.000147162641890265
AFG.16.R56f62a5b11d7a76e,AFG,-2368.56870673904,-2564.19796505432,-195.629258315284,556829250,400990.34,1388.635,0.00925756666666667,43.8543654144342,47.4764672160428,3.6221018016086,3.15809160898538,3.41893062007243,0.260839011087046,5.79158200795468e-05,0.000182903465420724
AFG.16.R679857e5b8c74688,AFG,-2050.28786153478,-2240.80856145274,-190.52069991796,318575170,227395.92,1400.9713,0.00933980866666667,38.2985926766481,41.8574464451944,3.55885376854632,2.73371714871305,2.98774474860366,0.254027599890613,3.28432380429489e-05,8.97841230572742e-05
AFG.17,AFG,-2671.94805098541,-2896.34304556872,-224.394994583315,728247200,524374.4,1388.7925,0.00925861666666667,49.4770855146421,53.6322599881734,4.15517447353132,3.56259740131388,3.86179072742496,0.299193326111087,7.57364214926482e-05,0.000269818378394521
AFG.18.197,AFG,-3423.67392181558,-3935.72314240064,-512.049220585052,527857150,357620.72,1476.0251,0.00984016733333333,67.3790485708699,77.4563485977895,10.0773000269196,4.56489856242078,5.24763085653418,0.682732294113402,5.16518609307097e-05,0.000235785505708955
AFG.18.R02a221614471fb78,AFG,-3168.82390942183,-3603.03132588601,-434.207416464171,771061900,554373.7,1390.8702,0.009272468,58.7656365954977,66.8179853445511,8.05234874905339,4.22509854589578,4.80404176784801,0.578943221952227,8.00692791403221e-05,0.000338300594866698
AFG.18.R3945a21254a36b53,AFG,-3325.06225711004,-3800.50388720422,-475.441630094184,316995650,227933.78,1390.7357,0.00927157133333333,61.6571038091401,70.4732857856491,8.81618197650901,4.43341634281339,5.0673385162723,0.633922173458912,3.29209222160589e-05,0.000145952154573164
AFG.19.201,AFG,-4398.0554675392,-4709.25746954299,-311.202002003782,56971820,41031.09,1388.5037,0.00925669133333333,81.4228838597788,87.1842856095076,5.76140174972878,5.86407395671894,6.27900995939065,0.414936002671709,5.9262006813124e-06,3.47516790775741e-05
AFG.19.Rb70c80870c4e3972,AFG,-2347.23832914529,-2599.92739645621,-252.689067310922,371985060,266659.9,1394.9794,0.00929986266666667,43.6579882139747,48.357935460694,4.69994724671933,3.12965110552706,3.46656986194162,0.336918756414562,3.85142115663683e-05,0.000120536044807187
AFG.19.Rcd8a19e4e02eef13,AFG,-2732.89903389899,-2956.38185849391,-223.482824594917,276141440,198877,1388.5037,0.00925669133333333,50.5952056039356,54.7326286550889,4.13742305115324,3.64386537853198,3.94184247799187,0.297977099459889,2.87241945777548e-05,0.000104667098148097
AFG.2.16,AFG,-3120.69564433443,-3362.98485717033,-242.289212835899,159437810,114827.07,1388.5037,0.00925669133333333,57.7746326497631,62.2602255629996,4.48559291323645,4.16092752577923,4.48397980956043,0.323052283781199,1.65846985899499e-05,6.90077288696746e-05
AFG.2.20,AFG,-2771.45382963877,-3044.1107125079,-272.656882869125,162385550,116681.625,1391.6978,0.00927798533333333,51.4270159667981,56.4864290873824,5.05941312058426,3.6952717728517,4.05881428334387,0.363542510492167,1.68525556004395e-05,6.2274773010718e-05
AFG.2.Re52952e4e6b141e6,AFG,-2825.02080475558,-3122.56490578988,-297.544101034296,480937400,346314.4,1388.7306,0.009258204,52.3092378293427,57.818685802087,5.50944797274425,3.76669440634078,4.1634198743865,0.396725468045728,5.00188669915495e-05,0.000188405786508573
AFG.20.204,AFG,-3360.42736102295,-3593.3926106336,-232.965249610651,165046720,118605.32,1391.5625,0.00927708333333333,62.3499293276466,66.6724053964642,4.32247606881762,4.48056981469726,4.79119014751147,0.310620332814201,1.71303986365284e-05,7.67539470445605e-05
AFG.20.R3c3b3822ad703202,AFG,-3684.69079127125,-3940.86608388199,-256.175292610738,431682100,310475.88,1390.3885,0.00926925666666667,68.3086893631926,73.0577984409274,4.74910907773473,4.91292105502833,5.25448811184265,0.341567056814317,4.48426393641278e-05,0.000220308347095066
AFG.21.212,AFG,-2382.00222070177,-2607.93634378601,-225.934123084242,66680536,48023.305,1388.5037,0.00925669133333333,44.0989186247016,48.281723502818,4.18280487811634,3.17600296093569,3.47724845838135,0.301245497445656,6.93609998686054e-06,2.20290740956151e-05
AFG.21.217,AFG,-2334.59658646392,-2650.64275647361,-316.046170009697,466046050,298432.44,1561.6467,0.010410978,48.6108674011019,55.1915668470123,6.58069944591043,3.11279544861856,3.53419034196482,0.421394893346263,4.31031817398398e-05,0.000134171387940752
AFG.21.R335bc53b76ceae53,AFG,-2332.60827966557,-2630.31756347163,-297.709283806056,1103171500,785621.1,1404.2029,0.00936135266666667,43.6727374782722,49.2466606739706,5.57392319569849,3.11014437288743,3.50709008462884,0.396945711741408,0.000113468793982158,0.000352904331101933
AFG.21.R452a3f16b7c93204,AFG,-2601.04684730262,-2815.41004001218,-214.363192709564,741535040,533980.7,1388.6926,0.00925795066666667,48.160726788033,52.1298545137416,3.96912772570861,3.46806246307016,3.75388005334958,0.285817590279419,7.7123878214e-05,0.000267470427040368
AFG.21.Ra6cf658876a55bf9,AFG,-2412.98657398279,-2757.84452848242,-344.857954499629,64077120,46147.395,1388.5317,0.009256878,44.6734446619933,51.0580606862585,6.38461602426523,3.21731543197705,3.67712603797655,0.459810605999505,6.66515863190066e-06,2.1443917722989e-05
AFG.22.231,AFG,-4936.29578241609,-5931.74009245027,-995.444310034176,41110440,29452.3,1395.8312,0.00930554133333333,91.8698088736639,110.396105217773,18.526296344109,6.58172770988812,7.90898678993369,1.32725908004557,4.25385336646473e-06,2.79977045758618e-05
AFG.22.233,AFG,-5019.79157109589,-6041.27903347683,-1021.48746238095,95197896,65408.777,1455.4299,0.009702866,97.4127299245457,117.23544186087,19.8227119363248,6.69305542812785,8.05503871130245,1.3619832831746,9.44711775439578e-06,6.32300827662216e-05
AFG.22.R8dc821211617773c,AFG,-4930.62746917764,-5919.2085139675,-988.58104478987,130083720,93670.46,1388.7379,0.00925825266666667,91.2979898297075,109.603056017991,18.3050661882839,6.57416995890351,7.89227801862334,1.31810805971983,1.35290079759238e-05,8.89419978090841e-05
AFG.23,AFG,-4344.32078165097,-4653.60705635473,-309.286274703758,237160640,170801.39,1388.5171,0.00925678066666667,80.4288492427698,86.1548396590561,5.72599041628621,5.79242770886796,6.20480940847297,0.412381699605011,2.466917924401e-05,0.000142894437408034
AFG.24.252,AFG,-2412.99915095167,-2612.63731671765,-199.638165765986,5960476.5,4292.734,1388.5037,0.00925669133333333,44.67277665591,48.3687544136071,3.69597775769713,3.21733220126889,3.4835164222902,0.266184221021315,6.20007978230482e-07,1.99477163340455e-06
AFG.24.R6806f602c75dfaa2,AFG,-2519.6677060438,-2714.23894577914,-194.571239735346,67575590,48667.926,1388.5037,0.00925669133333333,46.647572434831,50.2497442519792,3.60217181714821,3.35955694139173,3.61898526103886,0.259428319647129,7.02920386027429e-06,2.3615010621242e-05
AFG.24.Rd61b76c20460e178,AFG,-2982.96563053606,-3194.14583641118,-211.180205875117,617424400,444087.47,1390.3215,0.00926881,55.297083331938,59.2118617399726,3.91477840803468,3.97728750738142,4.25886111521491,0.281573607833489,6.41404229640573e-05,0.000255104902973105
AFG.25.255,AFG,-4657.09494889778,-4984.5966353342,-327.501686436416,29631558,21340.64,1388.5037,0.00925669133333333,86.2185809039451,92.2817449489211,6.06316404497604,6.20945993186371,6.64612884711227,0.436668915248554,3.08227042731847e-06,1.91392347176025e-05
AFG.25.Rf77ed53d6994d2ee,AFG,-3557.18999448337,-3804.54621974971,-247.356225266347,910846340,654954,1390.7028,0.009271352,65.9599211394667,70.5465744071379,4.5866532676712,4.74291999264449,5.07272829299962,0.32980830035513,9.45962888392262e-05,0.000448662629565539
AFG.26.273,AFG,-3368.27563690174,-3603.21498250902,-234.93934560728,63692536,45566.83,1397.783,0.00931855333333333,62.7749123276723,67.1535019719521,4.37858964427974,4.49103418253565,4.80428664334536,0.313252460809707,6.58130649201e-06,2.95568724213607e-05
AFG.26.R4c10bf14a4a7fec7,AFG,-3734.47381194747,-3994.57611597942,-260.10230403195,740420740,478576.78,1547.1305,0.0103142033333333,77.0362444788694,82.4017405813774,5.36549610250803,4.97929841592997,5.32610148797257,0.346803072042599,6.91217815489741e-05,0.000344177977373064
AFG.26.Ra91fd5c834036528,AFG,-4963.1950643809,-5313.34654078104,-350.151476400147,589146900,424135.72,1389.0527,0.00926035133333333,91.9218600640661,98.4069114467676,6.48505138270148,6.61759341917453,7.08446205437472,0.466868635200197,6.12587526393505e-05,0.000405385518333006
AFG.27,AFG,-3392.50804303016,-3674.70197223149,-282.193929201327,578940350,416679.84,1389.413,0.00926275333333333,62.8479303678755,68.0757158845875,5.22778551671205,4.52334405737354,4.89960262964198,0.376258572268437,6.01818852898411e-05,0.000272223373187339
AFG.28.R8ad94c036bcb94aa,AFG,-3084.02077563818,-3395.62585647488,-311.605080836702,676136400,486628.44,1389.4305,0.00926287,57.1337670440712,62.9064817543309,5.77271471025972,4.1120277008509,4.5275011419665,0.415473441115602,7.02846985706203e-05,0.000289012627468346
AFG.28.R93cd63c39aa26547,AFG,-4397.2230649125,-4706.36298008048,-309.139915167988,216684910,156056.42,1388.5037,0.00925669133333333,81.4074732714179,87.1306988184637,5.72322554704582,5.86296408654999,6.27515064010731,0.412186553557317,2.25395343513218e-05,0.000132148480429359
AFG.29.299,AFG,-2880.78214203298,-3162.6683413537,-281.886199320721,391908160,280111.56,1399.1145,0.00932743,53.7405875501254,58.9991351343856,5.25854758426014,3.84104285604398,4.21689112180494,0.375848265760961,4.04570611630225e-05,0.000155397305756762
AFG.29.300,AFG,-5640.08592174652,-6040.20694578991,-400.1210240434,65109910,46890.64,1388.5481,0.00925698733333333,104.420407873038,111.828238375779,7.40783050274022,7.52011456232869,8.05360926105322,0.533494698724533,6.77250696277322e-06,5.09300282342233e-05
AFG.29.R5a453801396807f2,AFG,-2954.29890279691,-3219.01316604117,-264.714263244256,177989820,128188.23,1388.5037,0.00925669133333333,54.6940660991927,59.5948225519584,4.90075645276565,3.93906520372922,4.29201755472156,0.352952350992342,1.85144770943748e-05,7.29297324876935e-05
AFG.29.R74fcec17af54c808,AFG,-3345.71135480911,-3600.26666436922,-254.555309560112,98119150,70665.39,1388.5037,0.00925669133333333,61.9404346037929,66.653114459511,4.71267985571815,4.46094847307882,4.8003555524923,0.339407079413483,1.02063406641941e-05,4.55299598016588e-05
AFG.29.R9ff60d55ec253532,AFG,-3071.12752892612,-3393.45820624482,-322.330677318699,822777660,592448.06,1388.776,0.00925850666666667,56.868109401492,62.8367108511447,5.96860144965272,4.09483670523482,4.52461094165976,0.429774236424932,8.55684335174672e-05,0.00035038876237677
AFG.3.23,AFG,-3081.25030855674,-3474.29896133122,-393.048652774479,56186876,40465.777,1388.5035,0.00925669,57.0443578374282,64.3210169047302,7.27665906730198,4.10833374474232,4.6323986151083,0.524064870365972,5.84455141765027e-06,2.40113678120142e-05
AFG.3.27,AFG,-4474.71378124782,-4788.77491049486,-314.061129247048,108865520,78404.92,1388.5037,0.00925669133333333,82.8420885560477,88.6564224225238,5.81433386647606,5.96628504166375,6.38503321399315,0.418748172329397,1.13241761386852e-05,6.75632627054031e-05
AFG.3.32,AFG,-4436.75204960672,-4748.13673457393,-311.384684967207,50973120,36709.887,1388.5393,0.00925692866666667,82.1413944697931,87.9063261030609,5.76493163326781,5.91566939947563,6.3308489794319,0.415179579956276,5.30208086966009e-06,3.13653575541933e-05
AFG.3.R269df99329225b2a,AFG,-4471.57282990626,-4785.61786274011,-314.045032833854,331474980,238687.98,1388.7375,0.00925825,82.7978783049592,88.6128931554273,5.81501485046807,5.96209710654168,6.38082381698682,0.418726710445139,3.44741723823833e-05,0.000205538363411426
AFG.3.R928d90c14ac77c16,AFG,-3241.2782495837,-3496.23217758487,-254.953928001167,385861300,277754.72,1389.2161,0.00926144066666667,60.0378123853533,64.7602937391861,4.72248135383283,4.32170433277827,4.66164290344649,0.339938570668223,4.01166581463406e-05,0.000173372335327625
AFG.3.Rfb19c4c0f42445fa,AFG,-2821.73410218485,-3102.36414896152,-280.630046776669,605694460,428777.2,1412.6089,0.00941739266666667,53.1467560823977,58.4323627715196,5.28560668912185,3.76231213624647,4.13648553194869,0.374173395702225,6.19291306853224e-05,0.000232996719964582
AFG.30.303,AFG,-3758.71886369028,-4021.72842158069,-263.009557890414,447206050,322053.66,1388.6073,0.009257382,69.5917927035737,74.461352597659,4.86955989408535,5.01162515158704,5.36230456210759,0.350679410520552,4.65148408026975e-05,0.000233114946088866
AFG.30.R600c8571d9eda691,AFG,-3343.55521757047,-3593.01976730954,-249.464549739069,562255600,404936.34,1388.5037,0.00925669133333333,61.900517210012,66.5189498810991,4.61843267108708,4.45807362342729,4.79069302307939,0.332619399652092,5.8485748587136e-05,0.000260733773122711
AFG.30.R922e0ff47dc73fe9,AFG,-2728.62348624834,-3047.10944868444,-318.485962436098,351124220,252548.38,1390.3246,0.00926883066666667,50.5822980942511,56.4862830053122,5.90398491106111,3.63816464833112,4.06281259824592,0.424647949914797,3.64760570976873e-05,0.000132705901443313
AFG.31.R2cddadc8171d5232,AFG,-4759.61351632,-5094.66385432113,-335.050338001131,455302700,327842.03,1388.7869,0.00925857933333333,88.1345186737086,94.3386989437959,6.20418027008724,6.34615135509333,6.79288513909484,0.446733784001508,4.73508664173641e-05,0.000300495765079398
AFG.31.R7533cfa7af80b230,AFG,-4083.32396037279,-4368.55440277636,-285.23044240357,370884060,266335.56,1392.5443,0.00928362866666667,75.8161267476073,81.1120737710149,5.29594702340759,5.44443194716372,5.82473920370181,0.380307256538093,3.8467366505002e-05,0.000209432959123088
AFG.32,AFG,-2787.0761140494,-3022.70103253,-235.624918480599,548972740,395004.72,1389.7878,0.009265252,51.6459250796968,56.0121735741012,4.36624849440441,3.7161014853992,4.03026804337333,0.314166557974132,5.70513052610987e-05,0.000212008440224732
AFG.4.43,AFG,-3495.65991483284,-3975.07286559166,-479.412950758817,859543740,427082.25,2012.5953,0.013417302,93.804649533213,106.669506219297,12.8648566860844,4.66087988644379,5.30009715412221,0.639217267678423,6.16843257375428e-05,0.00028750323313896
AFG.4.R441976f1984e9d4c,AFG,-3458.66189363893,-3906.81450430719,-448.152610668263,1008806500,722753.2,1395.7828,0.00930521866666666,64.3672104287552,72.7075265053667,8.34031607661144,4.61154919151857,5.20908600574292,0.597536814224351,0.000104388660068761,0.000481393440943799
AFG.4.Rba8a6cb92a71a1fe,AFG,-3791.23433527081,-4368.90842082719,-577.674085556385,460533660,323549.28,1423.3802,0.00948920133333333,71.9515718184618,82.9149032242493,10.9633314057875,5.05497911369441,5.82521122776959,0.77023211407518,4.67308561282222e-05,0.000236223501693222
AFG.5,AFG,-4762.12532381207,-5097.3695466892,-335.24422287713,576981600,415445.53,1388.8262,0.00925884133333333,88.1835255652492,94.3914717003211,6.20794613507197,6.34950043174943,6.79649272891894,0.446992297169507,6.00036114793488e-05,0.00038099295699465
AFG.6.R97eede2b941f822e,AFG,-4225.76186793705,-5013.0427637959,-787.280895858846,243688400,174917.2,1393.1643,0.009287762,78.4957409961495,93.119896171917,14.6241551757675,5.6343491572494,6.68405701839453,1.04970786114513,2.5263633742444e-05,0.000142344133485797
AFG.6.Re2476cb25c1b5dba,AFG,-3713.17474785709,-4312.92496369025,-599.750215833161,538917500,388095.88,1388.6195,0.00925746333333333,68.7491581570925,79.853489421561,11.1043312644685,4.95089966380945,5.75056661825367,0.799666954444215,5.60534479700768e-05,0.000277514996710414
AFG.7.68,AFG,-2865.90197045905,-3180.97702008915,-315.075049630099,315216770,225231.25,1399.525,0.00933016666666667,53.4786860694227,59.3580915205369,5.87940545111419,3.82120262727873,4.2413026934522,0.420100066173466,3.25305905157003e-05,0.000124305977945523
AFG.7.R1be1903632a37179,AFG,-3076.55031286663,-3472.89762661787,-396.347313751233,675244300,485380.88,1391.1638,0.00927442533333333,57.0664723218498,64.4182594567559,7.3517871349061,4.10206708382218,4.63053016882382,0.528463085001644,7.01045110366801e-05,0.000287573407151014
AFG.7.Ra67230a12297e143,AFG,-3231.92686738268,-3478.10462698605,-246.177759603372,558920600,402401.6,1388.9622,0.009259748,59.853656692786,64.4127447270496,4.55908803426362,4.3092358231769,4.6374728359814,0.328237012804497,5.81196511250664e-05,0.00025045128265868
AFG.8.77,AFG,-2933.42018275476,-3141.05152522841,-207.631342473649,239545650,172520.72,1388.5037,0.00925669133333333,54.3075303654621,58.1514888622705,3.84395849680838,3.91122691033968,4.18806870030454,0.276841789964865,2.49175054429338e-05,9.74580178269381e-05
AFG.8.80,AFG,-3285.92495254456,-3515.05956771072,-229.134615166156,238505120,166951.95,1428.5853,0.009523902,62.5896544547781,66.9541656940784,4.36451123930037,4.38123327005941,4.68674609028096,0.305512820221542,2.41131970863176e-05,0.000105645541322074
AFG.8.R1033466054322fbc,AFG,-3725.65423990504,-3992.74737712754,-267.093137222493,848703800,611220.4,1388.5398,0.009256932,68.9762559086254,73.9211819264959,4.94492601787058,4.96753898654006,5.32366316950338,0.356124182963325,8.82797593461943e-05,0.000438533146274595
AFG.8.R8c0fc5f856580948,AFG,-3531.04843230076,-3778.97528430092,-247.926852000159,647192600,466102.22,1388.5208,0.00925680533333333,65.3724559207599,69.9624771325032,4.59002121174323,4.70806457640101,5.03863371240122,0.330569136000212,6.73200564188089e-05,0.000316947172906712
AFG.9.R2de58211a39a05c4,AFG,-3416.34590767328,-3659.24732206291,-242.901414389631,579216600,417151.62,1388.5037,0.00925669133333333,63.2481191104562,67.745045945326,4.49692683486981,4.55512787689771,4.87899642941722,0.323868552519508,6.02500253991443e-05,0.000274446570279437
AFG.9.Reee7d1f78893e50f,AFG,-4034.03717164886,-4316.54368763243,-282.506515983562,478862200,344834,1388.6746,0.00925783066666667,74.6928660763282,79.9236610507398,5.23079497441155,5.37871622886515,5.7553915835099,0.376675354644749,4.98050499204306e-05,0.000267887230286459
AGO.1.1,AGO,-379.536485351737,-413.016429979325,-33.4799446275881,246507410,40085.668,6149.5146,0.040996764,31.1195354387092,33.8646742159698,2.7451387772606,0.506048647135649,0.550688573305766,0.0446399261701175,5.78965153039958e-06,2.92984532434555e-06
